Gene_A	InteractionType	Gene_B	SOURCE
57062	pp	3309	BHMRRS
57062	pp	51388	BHMRRS
57062	pp	10514	BHMRRS
57062	pp	11092	BHMRRS
57062	pp	1787	BHMRRS
57062	pp	4691	BHMRRS
57062	pp	56674	BHMRRS
57062	pp	1655	BHMRRS
57062	pp	51073	BHMRRS
57062	pp	55759	BHMRRS
57062	pp	25930	BHMRRS
57062	pp	5551	BHMRRS
57062	pp	54903	BHMRRS
30844	pp	6252	BHMRRS
30844	pp	10313	BHMRRS
2909	pp	394	BHMRRS
177	pp	55140	BHMRRS
177	pp	6286	BHMRRS
177	pp	6285	BHMRRS
5335	pp	6401	BHMRRS
5335	pp	54822	BHMRRS
5335	pp	9892	BHMRRS
5335	pp	6452	BHMRRS
5335	pp	613	BHMRRS
5335	pp	5894	BHMRRS
5335	pp	7275	BHMRRS
5335	pp	5586	BHMRRS
5335	pp	8660	BHMRRS
5335	pp	8525	BHMRRS
5335	pp	5336	BHMRRS
5335	pp	6850	BHMRRS
5335	pp	9743	BHMRRS
5335	pp	867	CORUM
5335	pp	7454	BHMRRS
5335	pp	933	BHMRRS
5335	pp	5795	BHMRRS
5335	pp	780	BHMRRS
5335	pp	558	BHMRRS
5335	pp	5979	BHMRRS
5335	pp	6654	CORUM
5335	pp	940	BHMRRS
5335	pp	6461	BHMRRS
5335	pp	8711	BHMRRS
5335	pp	7462	BHMRRS
5335	pp	8301	BHMRRS
5335	pp	6655	BHMRRS
5335	pp	10451	BHMRRS
5335	pp	2064	BHMRRS
5335	pp	4914	BHMRRS
5335	pp	1520	BHMRRS
5335	pp	2263	BHMRRS
5335	pp	3937	CORUM
5335	pp	3932	CORUM
5335	pp	10657	BHMRRS
5335	pp	3977	BHMRRS
5335	pp	5159	BHMRRS
5335	pp	4916	BHMRRS
5335	pp	5156	CORUM
5335	pp	4058	BHMRRS
5335	pp	3702	CORUM
5335	pp	4486	BHMRRS
5335	pp	5175	BHMRRS
5335	pp	30837	BHMRRS
5335	pp	5306	BHMRRS
5335	pp	5781	CORUM
6196	pp	23362	BHMRRS
6196	pp	5604	BHMRRS
6196	pp	6195	BHMRRS
6196	pp	3708	BHMRRS
6196	pp	112812	BHMRRS
2891	pp	6709	BHMRRS
2891	pp	8499	BHMRRS
2891	pp	2893	BHMRRS
2891	pp	2904	BHMRRS
2891	pp	5792	BHMRRS
2891	pp	2898	BHMRRS
2891	pp	6386	BHMRRS
2891	pp	2902	BHMRRS
2891	pp	2892	BHMRRS
2891	pp	104	BHMRRS
2891	pp	9463	CORUM
3737	pp	5786	BHMRRS
3737	pp	7881	BHMRRS
3737	pp	8514	BHMRRS
3737	pp	3739	BHMRRS
3737	pp	3741	BHMRRS
3737	pp	8506	CORUM
3737	pp	1272	BHMRRS
3737	pp	27255	BHMRRS
3737	pp	3736	CORUM
3737	pp	2017	BHMRRS
3737	pp	138199	BHMRRS
3737	pp	26047	BHMRRS
6092	pp	6749	BHMRRS
6092	pp	84152	BHMRRS
6092	pp	9353	BHMRRS
6092	pp	93145	BHMRRS
6092	pp	1363	BHMRRS
10179	pp	10363	BHMRRS
10179	pp	55596	BHMRRS
10179	pp	10656	BHMRRS
9400	pp	9479	BHMRRS
9400	pp	9788	BHMRRS
9400	pp	7517	BHMRRS
9400	pp	10617	BHMRRS
9400	pp	23421	BHMRRS
9400	pp	7076	BHMRRS
9400	pp	7156	BHMRRS
9400	pp	84246	BHMRRS
9400	pp	11325	BHMRRS
9400	pp	1523	BHMRRS
9400	pp	221442	BHMRRS
9400	pp	8940	BHMRRS
9400	pp	501	BHMRRS
131034	pp	6498	BHMRRS
131034	pp	5604	BHMRRS
131034	pp	26292	BHMRRS
131034	pp	9040	BHMRRS
131034	pp	60	BHMRRS
131034	pp	57605	BHMRRS
131034	pp	8904	BHMRRS
131034	pp	28952	BHMRRS
131034	pp	54880	BHMRRS
131034	pp	6711	BHMRRS
131034	pp	10016	BHMRRS
25900	pp	7518	BHMRRS
25900	pp	9744	BHMRRS
7430	pp	999	BHMRRS
7430	pp	9693	BHMRRS
7430	pp	9351	BHMRRS
7430	pp	9368	CORUM
7430	pp	1080	CORUM
7430	pp	6850	BHMRRS
7430	pp	6693	BHMRRS
7430	pp	5576	BHMRRS
7430	pp	4478	BHMRRS
7430	pp	60	BHMRRS
7430	pp	5903	BHMRRS
7430	pp	397	BHMRRS
7430	pp	7248	BHMRRS
7430	pp	57147	BHMRRS
7430	pp	7412	BHMRRS
7430	pp	3897	BHMRRS
7430	pp	6383	BHMRRS
7430	pp	6403	BHMRRS
7430	pp	6286	BHMRRS
7430	pp	23022	BHMRRS
3853	pp	3854	BHMRRS
3853	pp	51019	BHMRRS
3853	pp	3872	BHMRRS
59343	pp	9972	BHMRRS
59343	pp	6612	BHMRRS
59343	pp	8312	BHMRRS
59343	pp	55755	BHMRRS
27183	pp	8153	BHMRRS
27183	pp	29082	BHMRRS
27183	pp	5119	BHMRRS
27183	pp	92421	BHMRRS
27183	pp	27243	BHMRRS
27183	pp	57132	BHMRRS
27183	pp	128866	BHMRRS
3956	pp	924	BHMRRS
3956	pp	6696	BHMRRS
3956	pp	50628	CORUM
3956	pp	7448	BHMRRS
3956	pp	5406	BHMRRS
3956	pp	3959	BHMRRS
3956	pp	8487	CORUM
3956	pp	925	BHMRRS
3956	pp	5069	BHMRRS
3956	pp	914	BHMRRS
3956	pp	3957	BHMRRS
3956	pp	920	BHMRRS
3956	pp	3958	CORUM
3956	pp	94025	BHMRRS
3956	pp	6628	BHMRRS
3956	pp	6693	BHMRRS
3956	pp	6607	CORUM
3956	pp	6633	CORUM
4794	pp	9701	BHMRRS
4794	pp	91526	BHMRRS
4794	pp	8454	BHMRRS
4794	pp	5537	BHMRRS
4794	pp	55269	BHMRRS
4794	pp	48	BHMRRS
4794	pp	6421	BHMRRS
4794	pp	602	BHMRRS
4794	pp	5966	BHMRRS
4794	pp	4791	BHMRRS
4794	pp	3728	BHMRRS
4794	pp	10612	BHMRRS
4794	pp	22870	BHMRRS
4794	pp	23291	BHMRRS
4794	pp	23321	BHMRRS
6878	pp	6883	CORUM
6878	pp	8085	BHMRRS
6878	pp	6908	CORUM
6878	pp	8850	BHMRRS
6878	pp	6882	CORUM
6878	pp	8970	BHMRRS
6878	pp	29117	BHMRRS
6878	pp	6877	CORUM
6878	pp	6872	CORUM
6878	pp	2648	CORUM
6878	pp	10947	BHMRRS
6878	pp	6874	CORUM
6878	pp	6873	CORUM
6878	pp	6881	CORUM
6878	pp	6314	CORUM
6878	pp	6879	CORUM
6878	pp	8295	CORUM
6878	pp	10629	CORUM
6878	pp	27097	CORUM
6878	pp	6884	CORUM
6878	pp	6875	CORUM
6878	pp	2958	CORUM
6878	pp	83860	CORUM
6878	pp	8148	CORUM
6878	pp	4297	CORUM
6878	pp	5928	CORUM
6878	pp	5929	CORUM
6878	pp	5931	CORUM
6878	pp	6598	CORUM
6878	pp	6599	CORUM
6878	pp	8189	CORUM
6878	pp	8467	CORUM
6878	pp	8819	CORUM
6878	pp	9219	CORUM
6878	pp	9343	CORUM
6878	pp	53981	CORUM
7277	pp	8733	BHMRRS
7277	pp	84103	BHMRRS
7277	pp	794	BHMRRS
7277	pp	9070	CORUM
7277	pp	90627	BHMRRS
7277	pp	8085	CORUM
7277	pp	6477	BHMRRS
7277	pp	22974	BHMRRS
7277	pp	51602	BHMRRS
7277	pp	5303	BHMRRS
7277	pp	1639	BHMRRS
7277	pp	10514	BHMRRS
7277	pp	23054	CORUM
7277	pp	375484	BHMRRS
7277	pp	51604	BHMRRS
7277	pp	4691	BHMRRS
7277	pp	10026	BHMRRS
7277	pp	1155	BHMRRS
7277	pp	1655	BHMRRS
7277	pp	5203	BHMRRS
7277	pp	2026	BHMRRS
7277	pp	55147	BHMRRS
7277	pp	4130	BHMRRS
7277	pp	6950	BHMRRS
7277	pp	5929	CORUM
7277	pp	6905	BHMRRS
7073	pp	79882	BHMRRS
7073	pp	84067	BHMRRS
7073	pp	6633	BHMRRS
7073	pp	55692	BHMRRS
7073	pp	55660	BHMRRS
7073	pp	25766	BHMRRS
7073	pp	7072	BHMRRS
5468	pp	8431	BHMRRS
5468	pp	8648	BHMRRS
5468	pp	8204	BHMRRS
5468	pp	8721	BHMRRS
5468	pp	5469	BHMRRS
5468	pp	6258	BHMRRS
5468	pp	8031	BHMRRS
5468	pp	8841	BHMRRS
5468	pp	5467	BHMRRS
5468	pp	1854	BHMRRS
5468	pp	4616	BHMRRS
5468	pp	23054	BHMRRS
5468	pp	10902	BHMRRS
5468	pp	2168	BHMRRS
6223	pp	8666	BHMRRS
6223	pp	8663	BHMRRS
6223	pp	728	BHMRRS
6223	pp	8662	BHMRRS
6223	pp	8669	BHMRRS
6223	pp	9349	CORUM
6223	pp	8668	BHMRRS
6223	pp	9141	BHMRRS
6223	pp	7311	CORUM
6223	pp	7458	BHMRRS
6223	pp	9045	CORUM
6223	pp	6234	CORUM
6223	pp	8664	BHMRRS
6223	pp	8661	BHMRRS
6223	pp	6233	CORUM
6223	pp	6231	CORUM
6223	pp	8667	BHMRRS
6223	pp	8894	BHMRRS
6223	pp	1968	BHMRRS
6223	pp	6142	CORUM
6223	pp	6169	CORUM
6223	pp	6208	CORUM
6223	pp	6217	CORUM
6223	pp	6209	CORUM
6223	pp	3692	BHMRRS
6223	pp	5204	BHMRRS
6223	pp	140032	CORUM
6223	pp	6173	CORUM
6223	pp	497661	CORUM
4791	pp	602	BHMRRS
4791	pp	6421	BHMRRS
4791	pp	79155	BHMRRS
4791	pp	6857	BHMRRS
4791	pp	55269	BHMRRS
4791	pp	55922	BHMRRS
4791	pp	48	BHMRRS
4791	pp	55294	CellZome
4791	pp	9919	CellZome
4791	pp	9020	CellZome
4791	pp	5971	CellZome
4791	pp	8239	BHMRRS
4791	pp	5966	CellZome
4791	pp	22974	BHMRRS
4791	pp	10612	BHMRRS
4791	pp	1326	BHMRRS
4791	pp	2734	BHMRRS
4791	pp	23321	BHMRRS
4791	pp	1831	BHMRRS
4791	pp	29110	CellZome
4791	pp	9099	CellZome
11335	pp	64843	BHMRRS
11335	pp	22948	BHMRRS
11335	pp	23269	BHMRRS
11335	pp	58499	BHMRRS
11335	pp	7027	BHMRRS
11335	pp	23468	BHMRRS
11335	pp	6015	CORUM
11335	pp	8805	BHMRRS
11335	pp	6672	BHMRRS
11335	pp	54904	BHMRRS
11335	pp	79813	BHMRRS
11335	pp	93349	BHMRRS
11335	pp	6018	BHMRRS
11335	pp	1876	BHMRRS
11335	pp	3670	BHMRRS
11335	pp	4149	BHMRRS
11335	pp	5292	BHMRRS
11335	pp	23126	BHMRRS
11335	pp	4288	BHMRRS
11335	pp	3930	BHMRRS
11335	pp	5903	BHMRRS
11335	pp	4208	BHMRRS
11335	pp	79003	BHMRRS
11335	pp	10951	BHMRRS
11335	pp	648	CORUM
11335	pp	1058	CORUM
11335	pp	1059	CORUM
11335	pp	1060	CORUM
11335	pp	1642	CORUM
11335	pp	2491	CORUM
11335	pp	3309	CORUM
11335	pp	6045	CORUM
11335	pp	6749	CORUM
11335	pp	8451	CORUM
11335	pp	8467	CORUM
11335	pp	9589	CORUM
11335	pp	9688	CORUM
11335	pp	9785	CORUM
11335	pp	11198	CORUM
11335	pp	22837	CORUM
11335	pp	23091	CORUM
11335	pp	25962	CORUM
11335	pp	51593	CORUM
11335	pp	51773	CORUM
11335	pp	55717	CORUM
11335	pp	57332	CORUM
11335	pp	64105	CORUM
11335	pp	64946	CORUM
11335	pp	79019	CORUM
11335	pp	79172	CORUM
11335	pp	79682	CORUM
11335	pp	79801	CORUM
11335	pp	79948	CORUM
11335	pp	80829	CORUM
11335	pp	91687	CORUM
27429	pp	329	BHMRRS
27429	pp	60558	BHMRRS
27429	pp	5211	BHMRRS
27429	pp	7384	BHMRRS
27429	pp	56897	BHMRRS
27429	pp	56616	BHMRRS
27429	pp	9512	BHMRRS
27429	pp	5164	BHMRRS
27429	pp	90701	BHMRRS
27429	pp	5214	BHMRRS
27429	pp	351	BHMRRS
27429	pp	11331	BHMRRS
27429	pp	27079	BHMRRS
27429	pp	157708	BHMRRS
27429	pp	196294	BHMRRS
27429	pp	23203	BHMRRS
10053	pp	10618	BHMRRS
10053	pp	3949	BHMRRS
10053	pp	2580	BHMRRS
10053	pp	162	CORUM
10053	pp	1174	CORUM
10053	pp	8907	CORUM
10053	pp	8905	CORUM
10053	pp	84502	CORUM
10053	pp	130340	CORUM
10053	pp	55435	CORUM
8723	pp	8724	BHMRRS
8723	pp	55750	BHMRRS
8723	pp	274	BHMRRS
8723	pp	27131	BHMRRS
8723	pp	6643	CORUM
8723	pp	5159	BHMRRS
8723	pp	5156	CORUM
8723	pp	6642	CORUM
23339	pp	5693	BHMRRS
23339	pp	4134	BHMRRS
23339	pp	55100	BHMRRS
23339	pp	7164	BHMRRS
23339	pp	7223	BHMRRS
23339	pp	83874	BHMRRS
23339	pp	7163	BHMRRS
23339	pp	7165	BHMRRS
23339	pp	7224	BHMRRS
23339	pp	26000	BHMRRS
23339	pp	427	BHMRRS
23339	pp	55823	CORUM
23339	pp	5868	CORUM
23339	pp	8411	CORUM
23339	pp	57617	CORUM
23339	pp	64601	CORUM
5982	pp	63922	CORUM
5982	pp	5983	CORUM
5982	pp	79075	CORUM
5982	pp	6119	CORUM
5982	pp	5985	CORUM
5982	pp	6118	CORUM
5982	pp	5984	CORUM
5982	pp	7458	BHMRRS
5982	pp	23476	CORUM
5982	pp	57804	BHMRRS
5982	pp	5424	CORUM
5982	pp	5426	CORUM
5982	pp	5884	CORUM
5982	pp	5558	BHMRRS
5982	pp	5425	BHMRRS
5982	pp	3364	CORUM
5982	pp	2956	CORUM
5982	pp	4292	CORUM
5982	pp	4361	CORUM
5982	pp	4683	CORUM
5982	pp	10111	CORUM
5982	pp	890	CORUM
5982	pp	3978	CORUM
5982	pp	891	CORUM
5982	pp	5518	CORUM
5982	pp	54921	CORUM
5982	pp	5429	CORUM
362	pp	6449	BHMRRS
362	pp	4284	BHMRRS
362	pp	54557	BHMRRS
362	pp	363	BHMRRS
362	pp	360	BHMRRS
362	pp	361	BHMRRS
362	pp	359	BHMRRS
2319	pp	858	BHMRRS
2319	pp	857	BHMRRS
2319	pp	1797	BHMRRS
2319	pp	10211	BHMRRS
2319	pp	999	CORUM
2319	pp	5310	CORUM
7443	pp	8815	BHMRRS
7443	pp	7444	BHMRRS
7443	pp	5332	BHMRRS
4868	pp	8573	BHMRRS
4868	pp	7525	BHMRRS
4868	pp	7827	BHMRRS
4868	pp	8884	BHMRRS
4868	pp	6528	BHMRRS
4868	pp	55243	BHMRRS
4868	pp	23607	BHMRRS
4868	pp	160728	BHMRRS
162989	pp	9191	BHMRRS
162989	pp	841	BHMRRS
162989	pp	9330	BHMRRS
162989	pp	8837	BHMRRS
162989	pp	843	BHMRRS
5927	pp	6908	BHMRRS
5927	pp	5933	BHMRRS
5927	pp	5925	BHMRRS
5927	pp	4005	BHMRRS
7155	pp	8702	BHMRRS
7155	pp	7514	BHMRRS
7155	pp	916	BHMRRS
7155	pp	84245	BHMRRS
7155	pp	111	BHMRRS
7155	pp	5162	BHMRRS
7155	pp	257054	BHMRRS
7155	pp	56895	BHMRRS
7155	pp	56894	BHMRRS
7155	pp	11073	BHMRRS
7155	pp	7153	CORUM
7155	pp	10555	BHMRRS
7155	pp	586	BHMRRS
7155	pp	587	BHMRRS
7155	pp	8289	CORUM
7155	pp	5424	CORUM
7155	pp	5425	CORUM
7155	pp	5558	CORUM
7155	pp	57804	CORUM
7155	pp	5426	CORUM
7155	pp	54107	CORUM
7155	pp	56655	CORUM
7155	pp	86	CORUM
7155	pp	6598	CORUM
7155	pp	6599	CORUM
7155	pp	9031	CORUM
7155	pp	11198	CORUM
7155	pp	60	CORUM
7155	pp	3308	CORUM
7155	pp	4628	CORUM
7155	pp	4691	CORUM
7155	pp	4869	CORUM
7155	pp	7088	CORUM
7155	pp	10111	CORUM
129880	pp	53354	BHMRRS
129880	pp	79646	BHMRRS
129880	pp	203427	BHMRRS
129880	pp	80025	BHMRRS
10999	pp	84264	BHMRRS
10999	pp	2195	BHMRRS
10999	pp	5394	BHMRRS
10999	pp	55902	BHMRRS
10999	pp	1663	BHMRRS
10999	pp	3029	BHMRRS
10999	pp	5162	BHMRRS
10999	pp	31	BHMRRS
10999	pp	30	BHMRRS
10999	pp	4706	BHMRRS
10999	pp	81889	BHMRRS
10999	pp	57050	BHMRRS
10999	pp	10553	BHMRRS
988	pp	9914	BHMRRS
988	pp	4999	BHMRRS
988	pp	4998	BHMRRS
988	pp	5515	BHMRRS
988	pp	6633	CORUM
988	pp	4172	BHMRRS
988	pp	6626	CORUM
988	pp	56949	CORUM
988	pp	6217	BHMRRS
988	pp	5001	BHMRRS
988	pp	4174	BHMRRS
988	pp	51503	CORUM
988	pp	10286	CORUM
988	pp	898	BHMRRS
988	pp	51340	CORUM
988	pp	5511	BHMRRS
988	pp	8458	BHMRRS
988	pp	7153	CORUM
988	pp	5356	CORUM
988	pp	81620	BHMRRS
988	pp	8493	CORUM
988	pp	9343	CORUM
988	pp	1153	CORUM
988	pp	1655	CORUM
988	pp	1659	CORUM
988	pp	3550	CORUM
988	pp	4343	CORUM
988	pp	4686	CORUM
988	pp	5496	CORUM
988	pp	6430	CORUM
988	pp	6434	CORUM
988	pp	6627	CORUM
988	pp	6628	CORUM
988	pp	6629	CORUM
988	pp	6631	CORUM
988	pp	7307	CORUM
988	pp	7536	CORUM
988	pp	7756	CORUM
988	pp	7919	CORUM
988	pp	8175	CORUM
988	pp	8220	CORUM
988	pp	8449	CORUM
988	pp	8559	CORUM
988	pp	8563	CORUM
988	pp	8683	CORUM
988	pp	8896	CORUM
988	pp	8899	CORUM
988	pp	9092	CORUM
988	pp	9128	CORUM
988	pp	9129	CORUM
988	pp	9410	CORUM
988	pp	9416	CORUM
988	pp	9584	CORUM
988	pp	9589	CORUM
988	pp	9716	CORUM
988	pp	9775	CORUM
988	pp	9785	CORUM
988	pp	9879	CORUM
988	pp	9939	CORUM
988	pp	9984	CORUM
988	pp	10450	CORUM
988	pp	10465	CORUM
988	pp	10569	CORUM
988	pp	10643	CORUM
988	pp	10713	CORUM
988	pp	10915	CORUM
988	pp	10921	CORUM
988	pp	11017	CORUM
988	pp	11052	CORUM
988	pp	22827	CORUM
988	pp	22985	CORUM
988	pp	23013	CORUM
988	pp	23350	CORUM
988	pp	23398	CORUM
988	pp	23759	CORUM
988	pp	24144	CORUM
988	pp	25804	CORUM
988	pp	25949	CORUM
988	pp	25962	CORUM
988	pp	26986	CORUM
988	pp	29105	CORUM
988	pp	51428	CORUM
988	pp	51593	CORUM
988	pp	51645	CORUM
988	pp	51729	CORUM
988	pp	51755	CORUM
988	pp	53938	CORUM
988	pp	55660	CORUM
988	pp	55696	CORUM
988	pp	56259	CORUM
988	pp	57187	CORUM
988	pp	57461	CORUM
988	pp	57703	CORUM
988	pp	57819	CORUM
988	pp	58509	CORUM
988	pp	58517	CORUM
988	pp	64783	CORUM
988	pp	79002	CORUM
988	pp	79228	CORUM
988	pp	80145	CORUM
988	pp	84321	CORUM
988	pp	84811	CORUM
988	pp	84991	CORUM
988	pp	94104	CORUM
988	pp	2483	CORUM
988	pp	4116	CORUM
988	pp	5411	CORUM
988	pp	10283	CORUM
988	pp	22913	CORUM
988	pp	27258	CORUM
988	pp	55094	CORUM
988	pp	55596	CORUM
988	pp	60625	CORUM
988	pp	84292	CORUM
988	pp	220988	CORUM
988	pp	10985	CORUM
988	pp	1778	CORUM
988	pp	6421	CORUM
988	pp	9689	CORUM
988	pp	9814	CORUM
988	pp	22828	CORUM
580	pp	9869	BHMRRS
580	pp	84078	BHMRRS
580	pp	5932	CORUM
580	pp	602	BHMRRS
580	pp	7323	CORUM
580	pp	7332	CORUM
580	pp	675	CORUM
580	pp	9638	BHMRRS
580	pp	8518	BHMRRS
580	pp	9001	BHMRRS
580	pp	84289	BHMRRS
580	pp	10111	CORUM
580	pp	2547	BHMRRS
580	pp	29117	BHMRRS
580	pp	1477	CORUM
580	pp	10915	BHMRRS
580	pp	114928	BHMRRS
580	pp	1479	CORUM
580	pp	51720	CORUM
580	pp	84142	CORUM
580	pp	571	CORUM
580	pp	4361	CORUM
580	pp	4683	CORUM
580	pp	11073	CORUM
580	pp	2956	CORUM
580	pp	4292	CORUM
5467	pp	8841	BHMRRS
5467	pp	9612	BHMRRS
5467	pp	1854	BHMRRS
5467	pp	4616	BHMRRS
5467	pp	23013	BHMRRS
22814	pp	6998	BHMRRS
22814	pp	22815	BHMRRS
5241	pp	687	BHMRRS
5241	pp	9612	BHMRRS
5241	pp	8805	BHMRRS
5241	pp	8648	BHMRRS
5241	pp	55147	BHMRRS
5241	pp	79039	BHMRRS
5241	pp	9584	BHMRRS
5241	pp	7337	BHMRRS
5241	pp	3148	BHMRRS
5241	pp	10286	BHMRRS
5241	pp	4779	BHMRRS
5241	pp	2289	BHMRRS
5241	pp	51366	BHMRRS
7323	pp	7337	BHMRRS
7323	pp	84206	BHMRRS
7323	pp	4734	BHMRRS
7323	pp	55658	BHMRRS
7323	pp	56658	BHMRRS
7323	pp	6048	BHMRRS
5717	pp	5718	CORUM
5717	pp	7088	BHMRRS
5717	pp	9491	BHMRRS
5717	pp	9001	BHMRRS
5717	pp	60492	BHMRRS
5717	pp	5721	CORUM
5717	pp	7316	BHMRRS
5717	pp	993	BHMRRS
5717	pp	6233	BHMRRS
5717	pp	5796	BHMRRS
5717	pp	9945	BHMRRS
5717	pp	9094	BHMRRS
5717	pp	9869	BHMRRS
5717	pp	84966	BHMRRS
5717	pp	5719	CORUM
5717	pp	5720	CORUM
5717	pp	84060	BHMRRS
5717	pp	7280	BHMRRS
5717	pp	9861	CORUM
5717	pp	7311	BHMRRS
5717	pp	2661	BHMRRS
5717	pp	5708	CORUM
5717	pp	5690	CORUM
5717	pp	5700	CORUM
5717	pp	4998	BHMRRS
5717	pp	5701	CORUM
5717	pp	5684	CORUM
5717	pp	5709	CORUM
5717	pp	29117	BHMRRS
5717	pp	2673	BHMRRS
5717	pp	5706	CORUM
5717	pp	5711	CORUM
5717	pp	5693	CORUM
5717	pp	54462	BHMRRS
5717	pp	5716	CORUM
5717	pp	5705	CORUM
10451	pp	7791	BHMRRS
10451	pp	3206	BHMRRS
10451	pp	3205	BHMRRS
10451	pp	8976	BHMRRS
10451	pp	6098	BHMRRS
10451	pp	3225	BHMRRS
10451	pp	7454	BHMRRS
10451	pp	7410	BHMRRS
10451	pp	3235	BHMRRS
5437	pp	56339	BHMRRS
5437	pp	6618	BHMRRS
5437	pp	5439	CORUM
5437	pp	56949	BHMRRS
5437	pp	84265	BHMRRS
5437	pp	84172	BHMRRS
5437	pp	6617	BHMRRS
5437	pp	8178	BHMRRS
5437	pp	661	BHMRRS
5437	pp	902	BHMRRS
5437	pp	6619	BHMRRS
5437	pp	7936	BHMRRS
5437	pp	904	BHMRRS
5437	pp	55703	BHMRRS
5437	pp	8732	BHMRRS
5437	pp	5438	CORUM
5437	pp	6917	BHMRRS
5437	pp	905	BHMRRS
5437	pp	6908	CORUM
5437	pp	6749	BHMRRS
5437	pp	6924	BHMRRS
5437	pp	978	BHMRRS
5437	pp	6827	BHMRRS
5437	pp	7469	BHMRRS
5437	pp	9533	BHMRRS
5437	pp	2966	CORUM
5437	pp	10622	BHMRRS
5437	pp	5434	CORUM
5437	pp	4686	BHMRRS
5437	pp	2073	BHMRRS
5437	pp	2958	BHMRRS
5437	pp	2963	CORUM
5437	pp	25885	BHMRRS
5437	pp	2972	BHMRRS
5437	pp	2971	BHMRRS
5437	pp	10621	BHMRRS
5437	pp	2968	CORUM
5437	pp	51082	BHMRRS
5437	pp	30834	BHMRRS
5437	pp	9150	CORUM
5437	pp	26015	CORUM
5437	pp	9412	CORUM
10735	pp	5885	CORUM
10735	pp	8243	CORUM
10735	pp	9126	CORUM
10735	pp	1470	BHMRRS
10735	pp	23244	BHMRRS
10735	pp	10274	CORUM
10735	pp	5928	CORUM
10735	pp	5931	CORUM
10735	pp	8467	CORUM
10735	pp	8932	CORUM
10735	pp	9112	CORUM
10735	pp	9219	CORUM
10735	pp	11177	CORUM
7567	pp	7570	BHMRRS
7567	pp	7580	BHMRRS
7567	pp	7556	BHMRRS
2966	pp	7508	BHMRRS
2966	pp	7507	BHMRRS
2966	pp	56949	BHMRRS
2966	pp	6917	BHMRRS
2966	pp	902	CORUM
2966	pp	6118	BHMRRS
2966	pp	6119	BHMRRS
2966	pp	2968	CORUM
2966	pp	5887	BHMRRS
2966	pp	404672	CORUM
2966	pp	5439	CORUM
2966	pp	5434	CORUM
2966	pp	5438	CORUM
2966	pp	6908	CORUM
2966	pp	4686	BHMRRS
2966	pp	2073	BHMRRS
2966	pp	2958	BHMRRS
2966	pp	2963	CORUM
2966	pp	1642	BHMRRS
2966	pp	1643	BHMRRS
2966	pp	2067	BHMRRS
2966	pp	9412	CORUM
197	pp	26232	BHMRRS
197	pp	22800	BHMRRS
197	pp	1634	BHMRRS
3670	pp	9513	BHMRRS
3670	pp	89884	BHMRRS
3670	pp	4005	BHMRRS
3670	pp	8087	BHMRRS
3670	pp	64843	BHMRRS
3670	pp	51132	BHMRRS
3670	pp	4009	BHMRRS
3670	pp	3975	BHMRRS
3670	pp	7025	BHMRRS
3670	pp	10951	BHMRRS
3670	pp	23468	BHMRRS
10622	pp	5434	BHMRRS
10622	pp	9533	BHMRRS
10622	pp	10621	BHMRRS
5484	pp	5485	BHMRRS
5484	pp	5488	BHMRRS
5484	pp	5486	BHMRRS
6888	pp	7086	BHMRRS
6888	pp	8277	BHMRRS
6888	pp	84076	BHMRRS
6888	pp	51691	BHMRRS
1080	pp	5562	BHMRRS
1080	pp	9351	BHMRRS
1080	pp	9498	BHMRRS
1080	pp	360	BHMRRS
1080	pp	3301	BHMRRS
1080	pp	80331	BHMRRS
1080	pp	5243	BHMRRS
1080	pp	6804	BHMRRS
1080	pp	9497	BHMRRS
1080	pp	821	BHMRRS
1080	pp	9368	CORUM
1080	pp	5576	BHMRRS
1080	pp	5644	BHMRRS
5887	pp	7508	BHMRRS
5887	pp	6119	BHMRRS
5887	pp	902	BHMRRS
5887	pp	6996	BHMRRS
5887	pp	6118	BHMRRS
5887	pp	821	BHMRRS
5887	pp	7507	BHMRRS
5887	pp	8874	BHMRRS
5887	pp	2073	BHMRRS
5887	pp	1642	BHMRRS
5887	pp	2268	BHMRRS
5887	pp	3107	BHMRRS
5887	pp	1643	BHMRRS
5887	pp	2067	BHMRRS
5887	pp	2968	BHMRRS
5887	pp	3824	BHMRRS
5887	pp	1069	BHMRRS
5887	pp	4646	BHMRRS
5887	pp	3811	BHMRRS
5887	pp	5315	BHMRRS
5887	pp	4350	BHMRRS
5887	pp	4287	BHMRRS
5434	pp	84265	BHMRRS
5434	pp	9935	BHMRRS
5434	pp	905	BHMRRS
5434	pp	55090	BHMRRS
5434	pp	661	BHMRRS
5434	pp	84246	BHMRRS
5434	pp	8732	BHMRRS
5434	pp	7936	BHMRRS
5434	pp	8178	BHMRRS
5434	pp	84172	BHMRRS
5434	pp	6619	BHMRRS
5434	pp	64425	BHMRRS
5434	pp	8725	BHMRRS
5434	pp	904	BHMRRS
5434	pp	6749	BHMRRS
5434	pp	6908	CORUM
5434	pp	6827	BHMRRS
5434	pp	6618	BHMRRS
5434	pp	6917	BHMRRS
5434	pp	7469	BHMRRS
5434	pp	56949	BHMRRS
5434	pp	55703	BHMRRS
5434	pp	9533	BHMRRS
5434	pp	6617	BHMRRS
5434	pp	902	BHMRRS
5434	pp	5438	CORUM
5434	pp	6924	BHMRRS
5434	pp	56339	BHMRRS
5434	pp	5439	CORUM
5434	pp	219541	BHMRRS
