Gene_A	InteractionType	Gene_B	SOURCE
3172	pp	8224	BHMRRS
3172	pp	83876	BHMRRS
3172	pp	64343	BHMRRS
3172	pp	7498	BHMRRS
3172	pp	3294	BHMRRS
3172	pp	79980	BHMRRS
3172	pp	7347	BHMRRS
3172	pp	6280	BHMRRS
3172	pp	4477	BHMRRS
3172	pp	8648	BHMRRS
3172	pp	6928	BHMRRS
3172	pp	9918	BHMRRS
3172	pp	84971	BHMRRS
3172	pp	55122	BHMRRS
3172	pp	57109	BHMRRS
3172	pp	738	BHMRRS
3172	pp	92342	BHMRRS
3172	pp	65260	BHMRRS
3172	pp	9149	BHMRRS
3172	pp	90	BHMRRS
3172	pp	9375	BHMRRS
3172	pp	4800	BHMRRS
3172	pp	8861	BHMRRS
3172	pp	9741	BHMRRS
3172	pp	83443	BHMRRS
3172	pp	84270	BHMRRS
3172	pp	7366	BHMRRS
3172	pp	6251	BHMRRS
3172	pp	92667	BHMRRS
3172	pp	56834	BHMRRS
3172	pp	54807	BHMRRS
3172	pp	6358	BHMRRS
3172	pp	325	BHMRRS
3172	pp	79133	BHMRRS
3172	pp	54785	BHMRRS
3172	pp	384	BHMRRS
3172	pp	56997	BHMRRS
3172	pp	83539	BHMRRS
3172	pp	84680	BHMRRS
3172	pp	51326	BHMRRS
3172	pp	56006	BHMRRS
3172	pp	4696	BHMRRS
3172	pp	79001	BHMRRS
3172	pp	51204	BHMRRS
3172	pp	83861	BHMRRS
3172	pp	63943	BHMRRS
3172	pp	902	BHMRRS
3172	pp	9191	BHMRRS
3172	pp	7110	BHMRRS
3172	pp	9120	BHMRRS
3172	pp	988	BHMRRS
3172	pp	7703	BHMRRS
3172	pp	54584	BHMRRS
3172	pp	7514	BHMRRS
3172	pp	6636	BHMRRS
3172	pp	400	BHMRRS
3172	pp	7919	BHMRRS
3172	pp	51175	BHMRRS
3172	pp	79074	BHMRRS
3172	pp	8503	BHMRRS
3172	pp	78994	BHMRRS
3172	pp	55617	BHMRRS
3172	pp	4077	BHMRRS
3172	pp	8732	BHMRRS
3172	pp	84060	BHMRRS
3172	pp	79974	BHMRRS
3172	pp	5210	BHMRRS
3172	pp	4485	BHMRRS
3172	pp	746	BHMRRS
3172	pp	51027	BHMRRS
3172	pp	432	BHMRRS
3172	pp	78988	BHMRRS
3172	pp	6400	BHMRRS
3172	pp	80341	BHMRRS
3172	pp	6289	BHMRRS
3172	pp	6721	BHMRRS
3172	pp	5754	BHMRRS
3172	pp	54830	BHMRRS
3172	pp	79029	BHMRRS
3172	pp	55571	BHMRRS
3172	pp	55226	BHMRRS
3172	pp	5965	BHMRRS
3172	pp	4711	BHMRRS
3172	pp	56922	BHMRRS
3172	pp	8886	BHMRRS
3172	pp	51067	BHMRRS
3172	pp	80345	BHMRRS
3172	pp	81671	BHMRRS
3172	pp	7189	BHMRRS
3172	pp	336	BHMRRS
3172	pp	6626	BHMRRS
3172	pp	4501	BHMRRS
3172	pp	529	BHMRRS
3172	pp	6738	BHMRRS
3172	pp	79989	BHMRRS
3172	pp	593	BHMRRS
3172	pp	363	BHMRRS
3172	pp	3309	BHMRRS
3172	pp	8479	BHMRRS
3172	pp	9967	BHMRRS
3172	pp	9724	BHMRRS
3172	pp	55327	BHMRRS
3172	pp	4051	BHMRRS
3172	pp	5695	BHMRRS
3172	pp	7539	BHMRRS
3172	pp	84230	BHMRRS
3172	pp	9812	BHMRRS
3172	pp	79672	BHMRRS
3172	pp	6822	BHMRRS
3172	pp	7638	BHMRRS
3172	pp	63906	BHMRRS
3172	pp	55856	BHMRRS
3172	pp	7018	BHMRRS
3172	pp	81562	BHMRRS
3172	pp	6359	BHMRRS
3172	pp	91975	BHMRRS
3172	pp	5003	BHMRRS
3172	pp	84320	BHMRRS
3172	pp	60488	BHMRRS
3172	pp	55246	BHMRRS
3172	pp	5188	BHMRRS
3172	pp	6938	BHMRRS
3172	pp	83591	BHMRRS
3172	pp	85476	BHMRRS
3172	pp	57003	BHMRRS
3172	pp	8615	BHMRRS
3172	pp	3556	BHMRRS
3172	pp	5236	BHMRRS
3172	pp	85013	BHMRRS
3172	pp	57132	BHMRRS
3172	pp	8780	BHMRRS
3172	pp	550	BHMRRS
3172	pp	55005	BHMRRS
3172	pp	5007	BHMRRS
3172	pp	51077	BHMRRS
3172	pp	92105	BHMRRS
3172	pp	83874	BHMRRS
3172	pp	5444	BHMRRS
3172	pp	6129	BHMRRS
3172	pp	8428	BHMRRS
3172	pp	8890	BHMRRS
3172	pp	51091	BHMRRS
3172	pp	84285	BHMRRS
3172	pp	5713	BHMRRS
3172	pp	6786	BHMRRS
3172	pp	95	BHMRRS
3172	pp	6695	BHMRRS
3172	pp	9221	BHMRRS
3172	pp	3646	BHMRRS
3172	pp	817	BHMRRS
3172	pp	8738	BHMRRS
3172	pp	56892	BHMRRS
3172	pp	9053	BHMRRS
3172	pp	9391	BHMRRS
3172	pp	51633	BHMRRS
3172	pp	6222	BHMRRS
3172	pp	7979	BHMRRS
3172	pp	7916	BHMRRS
3172	pp	4893	BHMRRS
3172	pp	55281	BHMRRS
3172	pp	718	BHMRRS
3172	pp	51626	BHMRRS
3172	pp	51130	BHMRRS
3172	pp	5423	BHMRRS
3172	pp	6176	BHMRRS
3172	pp	4221	BHMRRS
3172	pp	8799	BHMRRS
3172	pp	63894	BHMRRS
3172	pp	4548	BHMRRS
3172	pp	9240	BHMRRS
3172	pp	55863	BHMRRS
3172	pp	64852	BHMRRS
3172	pp	79791	BHMRRS
3172	pp	4897	BHMRRS
3172	pp	6233	BHMRRS
3172	pp	55929	BHMRRS
3172	pp	8634	BHMRRS
3172	pp	56910	BHMRRS
3172	pp	51399	BHMRRS
3172	pp	3748	BHMRRS
3172	pp	54957	BHMRRS
3172	pp	7247	BHMRRS
3172	pp	9652	BHMRRS
3172	pp	83666	BHMRRS
3172	pp	553115	BHMRRS
3172	pp	5174	BHMRRS
3172	pp	81789	BHMRRS
3172	pp	433	BHMRRS
3172	pp	5684	BHMRRS
3172	pp	79230	BHMRRS
3172	pp	51491	BHMRRS
3172	pp	5793	BHMRRS
3172	pp	7520	BHMRRS
3172	pp	3479	BHMRRS
3172	pp	4779	BHMRRS
3172	pp	6526	BHMRRS
3172	pp	360	BHMRRS
3172	pp	84899	BHMRRS
3172	pp	8907	BHMRRS
3172	pp	9603	BHMRRS
3172	pp	5716	BHMRRS
3172	pp	51645	BHMRRS
3172	pp	57862	BHMRRS
3172	pp	56479	BHMRRS
3172	pp	373	BHMRRS
3172	pp	51026	BHMRRS
3172	pp	57693	BHMRRS
3172	pp	6895	BHMRRS
3172	pp	93436	BHMRRS
3172	pp	64881	BHMRRS
3172	pp	3454	BHMRRS
3172	pp	8894	BHMRRS
3172	pp	4172	BHMRRS
3172	pp	84938	BHMRRS
3172	pp	9049	BHMRRS
3172	pp	3290	BHMRRS
3172	pp	55773	BHMRRS
3172	pp	9321	BHMRRS
3172	pp	80185	BHMRRS
3172	pp	7188	BHMRRS
3172	pp	7372	BHMRRS
3172	pp	80199	BHMRRS
3172	pp	4190	BHMRRS
3172	pp	51287	BHMRRS
3172	pp	7227	BHMRRS
3172	pp	9578	BHMRRS
3172	pp	9774	BHMRRS
3172	pp	64241	BHMRRS
3172	pp	93185	BHMRRS
3172	pp	8243	BHMRRS
3172	pp	8529	BHMRRS
3172	pp	79763	BHMRRS
3172	pp	7342	BHMRRS
3172	pp	5359	BHMRRS
3172	pp	5526	BHMRRS
3172	pp	6728	BHMRRS
3172	pp	9852	BHMRRS
3172	pp	6093	BHMRRS
3172	pp	3249	BHMRRS
3172	pp	55781	BHMRRS
3172	pp	55012	BHMRRS
3172	pp	9860	BHMRRS
3172	pp	57406	BHMRRS
3172	pp	57804	BHMRRS
3172	pp	7705	BHMRRS
3172	pp	92106	BHMRRS
3172	pp	5595	BHMRRS
3172	pp	55147	BHMRRS
3172	pp	53354	BHMRRS
3172	pp	7298	BHMRRS
3172	pp	79794	BHMRRS
3172	pp	84336	BHMRRS
3172	pp	9031	BHMRRS
3172	pp	5004	BHMRRS
3172	pp	9027	BHMRRS
3172	pp	64743	BHMRRS
3172	pp	9406	BHMRRS
3172	pp	689	BHMRRS
3172	pp	80218	BHMRRS
3172	pp	5289	BHMRRS
3172	pp	55284	BHMRRS
3172	pp	51023	BHMRRS
3172	pp	83953	BHMRRS
3172	pp	55709	BHMRRS
3172	pp	6683	BHMRRS
3172	pp	8467	BHMRRS
3172	pp	7976	BHMRRS
3172	pp	4343	BHMRRS
3172	pp	84864	BHMRRS
3172	pp	60492	BHMRRS
3172	pp	8366	BHMRRS
3172	pp	65109	BHMRRS
3172	pp	8729	BHMRRS
3172	pp	6038	BHMRRS
3172	pp	9399	BHMRRS
3172	pp	60526	BHMRRS
3172	pp	58477	BHMRRS
3172	pp	64785	BHMRRS
3172	pp	617	BHMRRS
3172	pp	84515	BHMRRS
3172	pp	55178	BHMRRS
3172	pp	835	BHMRRS
3172	pp	6663	BHMRRS
3172	pp	9753	BHMRRS
3172	pp	366	BHMRRS
3172	pp	8802	BHMRRS
3172	pp	327	BHMRRS
3172	pp	51526	BHMRRS
3172	pp	8394	BHMRRS
3172	pp	51699	BHMRRS
3172	pp	9328	BHMRRS
3172	pp	9897	BHMRRS
3172	pp	55662	BHMRRS
3172	pp	79717	BHMRRS
3172	pp	79913	BHMRRS
3172	pp	51094	BHMRRS
3172	pp	51143	BHMRRS
3172	pp	55686	BHMRRS
3172	pp	57602	BHMRRS
3172	pp	51	BHMRRS
3172	pp	51278	BHMRRS
3172	pp	8482	BHMRRS
3172	pp	81570	BHMRRS
3172	pp	83699	BHMRRS
3172	pp	6668	BHMRRS
3172	pp	9255	BHMRRS
3172	pp	54460	BHMRRS
3172	pp	51246	BHMRRS
3172	pp	60559	BHMRRS
3172	pp	55347	BHMRRS
3172	pp	84987	BHMRRS
3172	pp	5005	BHMRRS
3172	pp	6642	BHMRRS
3172	pp	3560	BHMRRS
3172	pp	51015	BHMRRS
3172	pp	55333	BHMRRS
3172	pp	59277	BHMRRS
3172	pp	79735	BHMRRS
3172	pp	5029	BHMRRS
3172	pp	3934	BHMRRS
3172	pp	5298	BHMRRS
3172	pp	84962	BHMRRS
3172	pp	7761	BHMRRS
3172	pp	54677	BHMRRS
3172	pp	55854	BHMRRS
3172	pp	51631	BHMRRS
3172	pp	4698	BHMRRS
3172	pp	7737	BHMRRS
3172	pp	5967	BHMRRS
3172	pp	4924	BHMRRS
3172	pp	9093	BHMRRS
3172	pp	51074	BHMRRS
3172	pp	64127	BHMRRS
3172	pp	51504	BHMRRS
3172	pp	716	BHMRRS
3172	pp	9958	BHMRRS
3172	pp	79799	BHMRRS
3172	pp	5315	BHMRRS
3172	pp	7224	BHMRRS
3172	pp	84277	BHMRRS
3172	pp	8930	BHMRRS
3172	pp	83852	BHMRRS
3172	pp	8824	BHMRRS
3172	pp	4701	BHMRRS
3172	pp	55224	BHMRRS
3172	pp	4496	BHMRRS
3172	pp	83990	BHMRRS
3172	pp	7023	BHMRRS
3172	pp	350	BHMRRS
3172	pp	5547	BHMRRS
3172	pp	55199	BHMRRS
3172	pp	54881	BHMRRS
3172	pp	57343	BHMRRS
3172	pp	6742	BHMRRS
3172	pp	5586	BHMRRS
3172	pp	64421	BHMRRS
3172	pp	80704	BHMRRS
3172	pp	56986	BHMRRS
3172	pp	64776	BHMRRS
3172	pp	51606	BHMRRS
3172	pp	4849	BHMRRS
3172	pp	6154	BHMRRS
3172	pp	84138	BHMRRS
3172	pp	55702	BHMRRS
3172	pp	5921	BHMRRS
3172	pp	85406	BHMRRS
3172	pp	92259	BHMRRS
3172	pp	51106	BHMRRS
3172	pp	80762	BHMRRS
3172	pp	51011	BHMRRS
3172	pp	5164	BHMRRS
3172	pp	9554	BHMRRS
3172	pp	55338	BHMRRS
3172	pp	92211	BHMRRS
3172	pp	6224	BHMRRS
3172	pp	9784	BHMRRS
3172	pp	9825	BHMRRS
3172	pp	54107	BHMRRS
3172	pp	5683	BHMRRS
3172	pp	79696	BHMRRS
3172	pp	9419	BHMRRS
3172	pp	55061	BHMRRS
3172	pp	4976	BHMRRS
3172	pp	5888	BHMRRS
3172	pp	8321	BHMRRS
3172	pp	5420	BHMRRS
3172	pp	4694	BHMRRS
3172	pp	56650	BHMRRS
3172	pp	8209	BHMRRS
3172	pp	6817	BHMRRS
3172	pp	670	BHMRRS
3172	pp	9205	BHMRRS
3172	pp	51081	BHMRRS
3172	pp	3263	BHMRRS
3172	pp	7286	BHMRRS
3172	pp	79443	BHMRRS
3172	pp	4841	BHMRRS
3172	pp	4179	BHMRRS
3172	pp	56915	BHMRRS
3172	pp	7009	BHMRRS
3172	pp	8803	BHMRRS
3172	pp	54987	BHMRRS
3172	pp	3655	BHMRRS
3172	pp	646	BHMRRS
3172	pp	51075	BHMRRS
3172	pp	83719	BHMRRS
3172	pp	8910	BHMRRS
3172	pp	5514	BHMRRS
3172	pp	8668	BHMRRS
3172	pp	51567	BHMRRS
3172	pp	9659	BHMRRS
3172	pp	9277	BHMRRS
3172	pp	53407	BHMRRS
3172	pp	84283	BHMRRS
3172	pp	57763	BHMRRS
3172	pp	4913	BHMRRS
3172	pp	83640	BHMRRS
3172	pp	8339	BHMRRS
3172	pp	3898	BHMRRS
3172	pp	9528	BHMRRS
3172	pp	80006	BHMRRS
3172	pp	5190	BHMRRS
3172	pp	55119	BHMRRS
3172	pp	9934	BHMRRS
3172	pp	8858	BHMRRS
3172	pp	4773	BHMRRS
3172	pp	64708	BHMRRS
3172	pp	90701	BHMRRS
3172	pp	9167	BHMRRS
3172	pp	7849	BHMRRS
3172	pp	60681	BHMRRS
3172	pp	8818	BHMRRS
3172	pp	7918	BHMRRS
3172	pp	6142	BHMRRS
3172	pp	55324	BHMRRS
3172	pp	9541	BHMRRS
3172	pp	3837	BHMRRS
3172	pp	8805	BHMRRS
3172	pp	55794	BHMRRS
3172	pp	338	BHMRRS
3172	pp	6898	BHMRRS
3172	pp	9785	BHMRRS
3172	pp	80179	BHMRRS
3172	pp	55815	BHMRRS
3172	pp	4938	BHMRRS
3172	pp	56992	BHMRRS
3172	pp	9125	BHMRRS
3172	pp	4830	BHMRRS
3172	pp	9989	BHMRRS
3172	pp	5581	BHMRRS
3172	pp	733	BHMRRS
3172	pp	84267	BHMRRS
3172	pp	79947	BHMRRS
3172	pp	91703	BHMRRS
3172	pp	94121	BHMRRS
3172	pp	4034	BHMRRS
3172	pp	9075	BHMRRS
3172	pp	54814	BHMRRS
3172	pp	8690	BHMRRS
3172	pp	5693	BHMRRS
3172	pp	7673	BHMRRS
3172	pp	79065	BHMRRS
3172	pp	4193	BHMRRS
3172	pp	83638	BHMRRS
3172	pp	8741	BHMRRS
3172	pp	9416	BHMRRS
3172	pp	84173	BHMRRS
3172	pp	8337	BHMRRS
3172	pp	80219	BHMRRS
3172	pp	6168	BHMRRS
3172	pp	51187	BHMRRS
3172	pp	54902	BHMRRS
3172	pp	55759	BHMRRS
3172	pp	6772	BHMRRS
3172	pp	79691	BHMRRS
3172	pp	6240	BHMRRS
3172	pp	5564	BHMRRS
3172	pp	7104	BHMRRS
3172	pp	3680	BHMRRS
3172	pp	55020	BHMRRS
3172	pp	79447	BHMRRS
3172	pp	8110	BHMRRS
3172	pp	8106	BHMRRS
3172	pp	717	BHMRRS
3172	pp	83538	BHMRRS
3172	pp	51503	BHMRRS
3172	pp	5686	BHMRRS
3172	pp	51073	BHMRRS
3172	pp	9824	BHMRRS
3172	pp	8559	BHMRRS
3172	pp	84316	BHMRRS
3172	pp	55320	BHMRRS
3172	pp	54494	BHMRRS
3172	pp	54566	BHMRRS
3172	pp	4697	BHMRRS
3172	pp	54882	BHMRRS
3172	pp	54943	BHMRRS
3172	pp	5546	BHMRRS
3172	pp	9295	BHMRRS
3172	pp	6927	BHMRRS
3172	pp	81539	BHMRRS
3172	pp	55771	BHMRRS
3172	pp	9946	BHMRRS
3172	pp	55180	BHMRRS
3172	pp	6934	BHMRRS
3172	pp	4144	BHMRRS
3172	pp	56957	BHMRRS
3172	pp	9326	BHMRRS
3172	pp	7507	BHMRRS
3172	pp	57019	BHMRRS
3172	pp	55334	BHMRRS
3172	pp	898	BHMRRS
3172	pp	9924	BHMRRS
3172	pp	84984	BHMRRS
3172	pp	79086	BHMRRS
3172	pp	55072	BHMRRS
3172	pp	8945	BHMRRS
3172	pp	6433	BHMRRS
3172	pp	7767	BHMRRS
3172	pp	81034	BHMRRS
3172	pp	9789	BHMRRS
3172	pp	8976	BHMRRS
3172	pp	6714	BHMRRS
3172	pp	51002	BHMRRS
3172	pp	51012	BHMRRS
3172	pp	55603	BHMRRS
3172	pp	6581	BHMRRS
3172	pp	64789	BHMRRS
3172	pp	5983	BHMRRS
3172	pp	9553	BHMRRS
3172	pp	6591	BHMRRS
3172	pp	51642	BHMRRS
3172	pp	84321	BHMRRS
3172	pp	51528	BHMRRS
3172	pp	55972	BHMRRS
3172	pp	6427	BHMRRS
3172	pp	8174	BHMRRS
3172	pp	65003	BHMRRS
3172	pp	373156	BHMRRS
3172	pp	83758	BHMRRS
3172	pp	5054	BHMRRS
3172	pp	55762	BHMRRS
3172	pp	9099	BHMRRS
3172	pp	84221	BHMRRS
3172	pp	53916	BHMRRS
3172	pp	87	BHMRRS
3172	pp	4707	BHMRRS
3172	pp	51205	BHMRRS
3172	pp	79177	BHMRRS
3172	pp	55250	BHMRRS
3172	pp	6125	BHMRRS
3172	pp	83743	BHMRRS
3172	pp	80010	BHMRRS
3172	pp	993	BHMRRS
3172	pp	6155	BHMRRS
3172	pp	51605	BHMRRS
3172	pp	55756	BHMRRS
3172	pp	635	BHMRRS
3172	pp	55032	BHMRRS
3172	pp	3703	BHMRRS
3172	pp	51258	BHMRRS
3172	pp	830	BHMRRS
3172	pp	472	BHMRRS
3172	pp	9310	BHMRRS
3172	pp	6751	BHMRRS
3172	pp	79149	BHMRRS
3172	pp	84897	BHMRRS
3172	pp	5791	BHMRRS
3172	pp	54363	BHMRRS
3172	pp	6183	BHMRRS
3172	pp	4285	BHMRRS
3172	pp	83540	BHMRRS
3172	pp	54980	BHMRRS
3172	pp	4719	BHMRRS
3172	pp	83597	BHMRRS
3172	pp	4660	BHMRRS
3172	pp	8416	BHMRRS
3172	pp	50717	BHMRRS
3172	pp	54496	BHMRRS
3172	pp	79465	BHMRRS
3172	pp	57147	BHMRRS
3172	pp	6134	BHMRRS
3172	pp	5639	BHMRRS
3172	pp	79682	BHMRRS
3172	pp	83544	BHMRRS
3172	pp	6992	BHMRRS
3172	pp	91894	BHMRRS
3172	pp	7555	BHMRRS
3172	pp	55108	BHMRRS
3172	pp	8846	BHMRRS
3172	pp	84078	BHMRRS
3172	pp	8548	BHMRRS
3172	pp	6194	BHMRRS
3172	pp	6490	BHMRRS
3172	pp	81876	BHMRRS
3172	pp	64429	BHMRRS
3172	pp	8216	BHMRRS
3172	pp	55278	BHMRRS
3172	pp	80304	BHMRRS
3172	pp	3726	BHMRRS
3172	pp	51659	BHMRRS
3172	pp	80227	BHMRRS
3172	pp	60370	BHMRRS
3172	pp	54974	BHMRRS
3172	pp	51076	BHMRRS
3172	pp	694	BHMRRS
3172	pp	85012	BHMRRS
3172	pp	4982	BHMRRS
3172	pp	64854	BHMRRS
3172	pp	8775	BHMRRS
3172	pp	5607	BHMRRS
3172	pp	6446	BHMRRS
3172	pp	3858	BHMRRS
3172	pp	9777	BHMRRS
3172	pp	4947	BHMRRS
3172	pp	51377	BHMRRS
3172	pp	79783	BHMRRS
3172	pp	3987	BHMRRS
3172	pp	653	BHMRRS
3172	pp	7529	BHMRRS
3172	pp	91392	BHMRRS
3172	pp	6821	BHMRRS
3172	pp	8343	BHMRRS
3172	pp	3735	BHMRRS
3172	pp	5045	BHMRRS
3172	pp	53373	BHMRRS
3172	pp	54901	BHMRRS
3172	pp	4637	BHMRRS
3172	pp	3768	BHMRRS
3172	pp	80267	BHMRRS
3172	pp	93627	BHMRRS
3172	pp	6160	BHMRRS
3172	pp	56897	BHMRRS
3172	pp	65988	BHMRRS
3172	pp	79685	BHMRRS
3172	pp	4520	BHMRRS
3172	pp	527	BHMRRS
3172	pp	8714	BHMRRS
3172	pp	7692	BHMRRS
3172	pp	7090	BHMRRS
3172	pp	4259	BHMRRS
3172	pp	84073	BHMRRS
3172	pp	9867	BHMRRS
3172	pp	5537	BHMRRS
3172	pp	57412	BHMRRS
3172	pp	4087	BHMRRS
3172	pp	51599	BHMRRS
3172	pp	6048	BHMRRS
3172	pp	4690	BHMRRS
3172	pp	9908	BHMRRS
3172	pp	57128	BHMRRS
3172	pp	662	BHMRRS
3172	pp	84647	BHMRRS
3172	pp	669	BHMRRS
3172	pp	81558	BHMRRS
3172	pp	51118	BHMRRS
3172	pp	51285	BHMRRS
3172	pp	83875	BHMRRS
3172	pp	4864	BHMRRS
3172	pp	51164	BHMRRS
3172	pp	79813	BHMRRS
3172	pp	64318	BHMRRS
3172	pp	83444	BHMRRS
3172	pp	9180	BHMRRS
3172	pp	6843	BHMRRS
3172	pp	65057	BHMRRS
3172	pp	83733	BHMRRS
3172	pp	83593	BHMRRS
3172	pp	5862	BHMRRS
3172	pp	50813	BHMRRS
3172	pp	64065	BHMRRS
3172	pp	51493	BHMRRS
3172	pp	51259	BHMRRS
3172	pp	6617	BHMRRS
3172	pp	51117	BHMRRS
3172	pp	9266	BHMRRS
3172	pp	5710	BHMRRS
3172	pp	3224	BHMRRS
3172	pp	51604	BHMRRS
3172	pp	51400	BHMRRS
3172	pp	63931	BHMRRS
3172	pp	81788	BHMRRS
3172	pp	51202	BHMRRS
3172	pp	6141	BHMRRS
3172	pp	91368	BHMRRS
3172	pp	5326	BHMRRS
3172	pp	79856	BHMRRS
3172	pp	6037	BHMRRS
3172	pp	9871	BHMRRS
3172	pp	839	BHMRRS
3172	pp	55671	BHMRRS
3172	pp	7323	BHMRRS
3172	pp	64080	BHMRRS
3172	pp	904	BHMRRS
3172	pp	51156	BHMRRS
3172	pp	79639	BHMRRS
3172	pp	8202	BHMRRS
3172	pp	55726	BHMRRS
3172	pp	7335	BHMRRS
3172	pp	55190	BHMRRS
3172	pp	368	BHMRRS
3172	pp	7126	BHMRRS
3172	pp	5928	BHMRRS
3172	pp	55706	BHMRRS
3172	pp	5075	BHMRRS
3172	pp	9694	BHMRRS
3172	pp	58526	BHMRRS
3172	pp	55001	BHMRRS
3172	pp	4354	BHMRRS
3172	pp	55140	BHMRRS
3172	pp	6744	BHMRRS
3172	pp	56616	BHMRRS
3172	pp	6651	BHMRRS
3172	pp	81619	BHMRRS
3172	pp	4292	BHMRRS
3172	pp	79944	BHMRRS
3172	pp	5245	BHMRRS
3172	pp	5598	BHMRRS
3172	pp	4116	BHMRRS
3172	pp	55285	BHMRRS
3172	pp	57786	BHMRRS
3172	pp	4191	BHMRRS
3172	pp	4188	BHMRRS
3172	pp	51691	BHMRRS
3172	pp	79171	BHMRRS
3172	pp	84705	BHMRRS
3172	pp	3198	BHMRRS
3172	pp	79807	BHMRRS
3172	pp	56666	BHMRRS
3172	pp	51134	BHMRRS
3172	pp	83452	BHMRRS
3172	pp	51594	BHMRRS
3172	pp	4126	BHMRRS
3172	pp	54883	BHMRRS
3172	pp	5905	BHMRRS
3172	pp	9114	BHMRRS
3172	pp	4594	BHMRRS
3172	pp	4904	BHMRRS
3172	pp	57191	BHMRRS
3172	pp	6605	BHMRRS
3172	pp	64577	BHMRRS
3172	pp	9896	BHMRRS
3172	pp	5536	BHMRRS
3172	pp	9282	BHMRRS
3172	pp	5507	BHMRRS
3172	pp	55425	BHMRRS
3172	pp	9156	BHMRRS
3172	pp	79731	BHMRRS
3172	pp	83667	BHMRRS
3172	pp	5934	BHMRRS
3172	pp	54826	BHMRRS
3172	pp	3835	BHMRRS
3172	pp	79876	BHMRRS
3172	pp	84878	BHMRRS
3172	pp	7182	BHMRRS
3172	pp	55811	BHMRRS
3172	pp	9913	BHMRRS
3172	pp	6941	BHMRRS
3172	pp	8644	BHMRRS
3172	pp	4795	BHMRRS
3172	pp	4863	BHMRRS
3172	pp	84269	BHMRRS
3172	pp	79645	BHMRRS
3172	pp	9296	BHMRRS
3172	pp	8100	BHMRRS
3172	pp	51307	BHMRRS
3172	pp	55034	BHMRRS
3172	pp	5271	BHMRRS
3172	pp	9371	BHMRRS
3172	pp	8031	BHMRRS
3172	pp	5704	BHMRRS
3172	pp	80119	BHMRRS
3172	pp	51060	BHMRRS
3172	pp	5689	BHMRRS
3172	pp	7743	BHMRRS
3172	pp	6426	BHMRRS
3172	pp	84722	BHMRRS
3172	pp	8726	BHMRRS
3172	pp	81627	BHMRRS
3172	pp	64786	BHMRRS
3172	pp	9110	BHMRRS
3172	pp	7518	BHMRRS
3172	pp	55011	BHMRRS
3172	pp	89870	BHMRRS
3172	pp	9738	BHMRRS
3172	pp	4686	BHMRRS
3172	pp	80347	BHMRRS
3172	pp	55290	BHMRRS
3172	pp	51569	BHMRRS
3172	pp	55156	BHMRRS
3172	pp	79624	BHMRRS
3172	pp	7915	BHMRRS
3172	pp	80742	BHMRRS
3172	pp	56929	BHMRRS
3172	pp	5257	BHMRRS
3172	pp	55869	BHMRRS
3172	pp	56948	BHMRRS
3172	pp	5204	BHMRRS
3172	pp	79969	BHMRRS
3172	pp	51264	BHMRRS
3172	pp	81550	BHMRRS
3172	pp	580	BHMRRS
3172	pp	3700	BHMRRS
3172	pp	6662	BHMRRS
3172	pp	683	BHMRRS
3172	pp	7025	BHMRRS
3172	pp	54834	BHMRRS
3172	pp	54520	BHMRRS
3172	pp	51755	BHMRRS
3172	pp	9617	BHMRRS
3172	pp	335	BHMRRS
3172	pp	63929	BHMRRS
3172	pp	5051	BHMRRS
3172	pp	54929	BHMRRS
3172	pp	5104	BHMRRS
3172	pp	80110	BHMRRS
3172	pp	58491	BHMRRS
3172	pp	6059	BHMRRS
3172	pp	56257	BHMRRS
3172	pp	5166	BHMRRS
3172	pp	51253	BHMRRS
3172	pp	92400	BHMRRS
3172	pp	51507	BHMRRS
3172	pp	8507	BHMRRS
3172	pp	8178	BHMRRS
3172	pp	80777	BHMRRS
3172	pp	55631	BHMRRS
3172	pp	54855	BHMRRS
3172	pp	8766	BHMRRS
3172	pp	84327	BHMRRS
3172	pp	80129	BHMRRS
3172	pp	84516	BHMRRS
3172	pp	10736	BHMRRS
3172	pp	10236	BHMRRS
3172	pp	11067	BHMRRS
3172	pp	11284	BHMRRS
3172	pp	1051	BHMRRS
3172	pp	10554	BHMRRS
3172	pp	26511	BHMRRS
3172	pp	1457	BHMRRS
3172	pp	2965	BHMRRS
3172	pp	23451	BHMRRS
3172	pp	29974	BHMRRS
3172	pp	22938	BHMRRS
3172	pp	10254	BHMRRS
3172	pp	2773	BHMRRS
3172	pp	1387	BHMRRS
3172	pp	10284	BHMRRS
3172	pp	11230	BHMRRS
3172	pp	2959	BHMRRS
3172	pp	1981	BHMRRS
3172	pp	1407	BHMRRS
3172	pp	24148	BHMRRS
3172	pp	10946	BHMRRS
3172	pp	29844	BHMRRS
3172	pp	27342	BHMRRS
3172	pp	1445	BHMRRS
3172	pp	22933	BHMRRS
3172	pp	10949	BHMRRS
3172	pp	10474	BHMRRS
3172	pp	1399	BHMRRS
3172	pp	1967	BHMRRS
3172	pp	2074	BHMRRS
3172	pp	22838	BHMRRS
3172	pp	1965	BHMRRS
3172	pp	29085	BHMRRS
3172	pp	10165	BHMRRS
3172	pp	10056	BHMRRS
3172	pp	10591	BHMRRS
3172	pp	11171	BHMRRS
3172	pp	2597	BHMRRS
3172	pp	23542	BHMRRS
3172	pp	183	BHMRRS
3172	pp	10249	BHMRRS
3172	pp	10197	BHMRRS
3172	pp	114034	BHMRRS
